question_all,,00:00:00:00,00:00:08:17,00:00:08:17,question_all1,0,257,257
question_all,,00:00:09:21,00:00:19:11,00:00:09:15,question_all2,291,580,285
question_all,,00:00:19:20,00:00:30:10,00:00:10:14,question_all3,589,909,314
question_all,,00:00:31:09,00:00:49:24,00:00:18:15,question_all8,938,1493,554
question_all,,00:00:58:14,00:01:18:07,00:00:19:18,question_all4,1752,2345,587
question_all,,00:01:20:07,00:01:26:20,00:00:06:13,question_all5,2405,2597,193
question_all,,00:01:28:18,00:01:49:12,00:00:20:18, question_all6,2655,3279,617
question_all,,00:01:49:20,00:02:14:11,00:00:24:15,question_all7,3287,4027,734
question_all,,00:02:22:18,00:02:53:19,00:00:31:00,question_all9,4274,5204,929
question_all,,00:02:57:20,00:03:52:06,00:00:54:11,question_all10,5325,6959,1629
question,,00:00:00:00,00:00:03:21,00:00:03:21,question1,0,111,111
question,,00:00:09:21,00:00:13:09,00:00:03:12,question2,291,399,102
question,,00:00:19:20,00:00:22:14,00:00:02:18,question3,589,673,78
question,,00:00:31:09,00:00:33:05,00:00:01:21,question8,938,994,51
question,,00:00:58:15,00:01:01:00,00:00:02:10,question4,1753,1828,70
question,,00:01:20:07,00:01:24:19,00:00:04:11,question5,2405,2536,131
question,,00:01:28:18,00:01:32:12,00:00:03:18,question6,2655,2769,108
question,,00:01:49:20,00:01:55:07,00:00:05:11,question7,3287,3454,161
question,,00:02:22:18,00:02:28:08,00:00:05:15,question9,4274,4444,165
question,,00:02:57:20,00:03:07:21,00:00:10:01, question10,5325,5625,301
answer,,00:00:03:15,00:00:08:17,00:00:05:02,answer1,105,257,152
answer,,00:00:15:09,00:00:19:11,00:00:04:01,answer2,459,580,121
answer,,00:00:22:13,00:00:30:10,00:00:07:22,answer3,672,909,232
answer,,00:00:33:05,00:00:49:24,00:00:16:18,answer8,994,1493,498
answer,,00:01:01:00,00:01:18:07,00:00:17:07,answer4,1828,2345,516
answer,,00:01:23:22,00:01:26:20,00:00:02:22,answer5,2510,2597,82
answer,,00:01:32:16,00:01:49:12,00:00:16:20,answer6,2773,3279,500
answer,,00:01:55:11,00:02:14:11,00:00:19:00,answer7,3458,4027,569
answer,,00:02:29:05,00:02:53:19,00:00:24:13,answer9,4471,5204,732
answer,,00:03:09:06,00:03:52:06,00:00:43:00,answer10,5670,6959,1289
