question_all,,00:00:01:10,00:00:06:21,00:00:05:10,question_all1,40,201,160
question_all,,00:00:07:10,00:00:11:17,00:00:04:07,question_all2 ,220,347,127
question_all,,00:00:12:22,00:00:14:18,00:00:01:21,question_all3 ,382,438,51
question_all,,00:00:17:03,00:00:21:02,00:00:03:24,question_all4_other1 ,512,631,114
question_all,,00:00:21:09,00:00:35:05,00:00:13:21,question_all4 ,638,1054,411
question_all,,00:00:44:00,00:00:47:08,00:00:03:08,question_all8 ,1319,1417,98
question_all,,00:00:52:19,00:00:56:01,00:00:03:07,question_all5 ,1577,1679,97
question_all,,00:00:58:06,00:01:17:19,00:00:19:12,question_all6 ,1744,2327,581
question_all,,00:01:19:05,00:01:23:18,00:00:04:12,question_all7 ,2373,2506,132
question_all,,00:01:29:05,00:01:55:03,00:00:25:22,question_all9 ,2672,3450,771
question_all,,00:01:56:19,00:02:33:10,00:00:36:15,question_all10 ,3496,4595,1094
question,,00:00:01:10,00:00:06:21,00:00:05:10,question1,40,201,160
question,,00:00:07:10,00:00:10:08,00:00:02:23,question2,220,308,83
question,,00:00:12:22,00:00:14:13,00:00:01:16,question3,382,433,46
question,,00:00:17:03,00:00:20:07,00:00:03:03,question4_other1,512,606,93
question,,00:00:21:09,00:00:24:13,00:00:03:04,question4,638,732,94
question,,00:00:44:00,00:00:45:17,00:00:01:17,question8,1319,1366,47
question,,00:00:52:19,00:00:54:20,00:00:02:01,question5,1577,1638,61
question,,00:00:58:06,00:01:02:06,00:00:03:24,question6,1744,1864,114
question,,00:01:19:05,00:01:22:06,00:00:03:00,question7,2373,2464,90
question,,00:01:29:05,00:01:33:16,00:00:04:11,question9,2672,2803,131
question,,00:01:56:19,00:02:06:18,00:00:09:24,question10,3496,3794,294
answer,,00:00:02:08,00:00:02:16,00:00:00:07,answer1,68,76,7
answer,,00:00:10:19,00:00:11:17,00:00:00:22,answer2,319,347,22
answer,,00:00:13:23,00:00:14:18,00:00:00:20,answer3,413,438,20
answer,,00:00:20:06,00:00:21:02,00:00:00:20,answer4_other1,605,631,20
answer,,00:00:30:14,00:00:35:05,00:00:04:16,answer4,913,1054,136
answer,,00:00:46:23,00:00:47:08,00:00:00:10,answer8,1402,1417,10
answer,,00:00:55:00,00:00:56:01,00:00:01:00,answer5,1648,1679,30
answer,,00:01:04:02,00:01:17:19,00:00:13:16,answer6,1920,2327,406
answer,,00:01:22:18,00:01:23:18,00:00:00:24,answer7,2476,2506,24
answer,,00:01:51:11,00:01:55:03,00:00:03:16,answer9,3338,3450,106
answer,,00:02:30:11,00:02:33:10,00:00:02:23,answer10,4506,4595,83
