question_all,,00:00:05:11,00:00:06:07,00:00:00:20,question_all1,161,187,20
question_all,,00:00:06:21,00:00:12:06,00:00:05:10,question_all2 ,201,366,160
question_all,,00:00:14:17,00:00:30:02,00:00:15:10,question_all3 ,437,901,460
question_all,,00:00:33:03,00:00:38:18,00:00:05:14,question_all4 ,992,1157,164
question_all,,00:00:42:12,00:00:46:24,00:00:04:12,question_all5 ,1271,1403,132
question_all,,00:00:49:09,00:00:55:00,00:00:05:15,question_all6 ,1478,1648,165
question_all,,00:00:57:14,00:01:09:08,00:00:11:18, question_all7,1722,2076,348
question_all,,00:01:16:07,00:01:33:14,00:00:17:07,question_all9 ,2285,2801,516
question_all,,00:01:37:14,00:02:05:01,00:00:27:11,question_all10 ,2921,3747,820
question,,00:00:05:11,00:00:06:07,00:00:00:20,question1 ,161,187,20
question,,00:00:06:21,00:00:11:01,00:00:04:04,question2 ,201,331,124
question,,00:00:14:17,00:00:16:09,00:00:01:17,question3 ,437,489,47
question,,00:00:33:03,00:00:37:00,00:00:03:22,question4 ,992,1109,112
question,,00:00:42:12,00:00:46:12,00:00:04:00,question5 ,1271,1391,120
question,,00:00:49:09,00:00:53:19,00:00:04:09,question6 ,1478,1607,129
question,,00:00:57:14,00:01:01:13,00:00:03:23,question7 ,1722,1841,113
question,,00:01:16:07,00:01:22:03,00:00:05:21,question9 ,2285,2461,171
question,,00:01:37:14,00:01:47:20,00:00:10:05,question10 ,2921,3227,305
answer,,00:00:11:15,00:00:12:06,00:00:00:16,answer2 ,345,366,16
answer,,00:00:16:24,00:00:30:02,00:00:13:03,answer3 ,504,901,393
answer,,00:00:37:03,00:00:38:18,00:00:01:14,answer4 ,1112,1157,44
answer,,00:00:46:14,00:00:46:24,00:00:00:10,answer5 ,1393,1403,10
answer,,00:00:54:04,00:00:55:00,00:00:00:21,answer6 ,1622,1648,21
answer,,00:01:03:10,00:01:09:08,00:00:05:23,answer7 ,1898,2076,173
answer,,00:01:23:16,00:01:33:14,00:00:09:23,answer9 ,2504,2801,293
answer,,00:01:48:20,00:02:05:01,00:00:16:05,answer10 ,3257,3747,485
