question_all,,00:00:03:01,00:00:06:10,00:00:03:09,question_all1,91,190,99
question_all,,00:00:14:04,00:00:21:11,00:00:07:07,question_all2 ,424,640,217
question_all,,00:00:22:15,00:00:34:06,00:00:11:15,question_all3 ,674,1025,345
question_all,,00:00:35:16,00:01:08:14,00:00:32:23,question_all4 ,1065,2052,982
question_all,,00:01:09:21,00:01:18:15,00:00:08:19, question_all5_other1,2089,2353,259
question_all,,00:01:20:12,00:01:29:08,00:00:08:21,question_all6 ,2410,2675,261
question_all,,00:01:31:06,00:01:51:15,00:00:20:09,question_all7 ,2733,3342,608
question_all,,00:01:54:17,00:02:03:21,00:00:09:04,question_all8 ,3434,3707,274
question_all,,00:02:08:10,00:02:35:21,00:00:27:10,question_all9 ,3846,4666,819
question_all,,00:02:38:00,00:03:14:13,00:00:36:13,question_all10 ,4735,5827,1092
question,,00:00:03:01,00:00:06:10,00:00:03:09,question1 ,91,190,99
question,,00:00:14:04,00:00:17:04,00:00:02:24,question2 ,424,513,84
question,,00:00:22:15,00:00:24:11,00:00:01:20,question3 ,674,730,50
question,,00:00:35:16,00:00:38:14,00:00:02:23,question4 ,1065,1153,83
question,,00:01:09:21,00:01:12:09,00:00:02:13,question5_other1,2089,2167,73
question,,00:01:20:12,00:01:23:10,00:00:02:22,question6 ,2410,2498,82
question,,00:01:31:06,00:01:33:13,00:00:02:07,question7 ,2733,2800,67
question,,00:01:54:17,00:01:56:20,00:00:02:03,question8 ,3434,3497,63
question,,00:02:08:10,00:02:12:12,00:00:04:01,question9 ,3846,3968,121
question,,00:02:38:00,00:02:40:23,00:00:02:23,question10 ,4735,4818,83
answer,,00:00:04:21,00:00:05:00,00:00:00:03,answer1 ,141,150,3
answer,,00:00:16:23,00:00:21:11,00:00:04:13,answer2 ,503,640,133
answer,,00:00:24:10,00:00:34:06,00:00:09:20,answer3 ,729,1025,290
answer,,00:00:38:14,00:01:08:14,00:00:30:00,answer4 ,1153,2052,899
answer,,00:01:12:03,00:01:18:15,00:00:06:12,answer5_other1,2161,2353,192
answer,,00:01:23:07,00:01:29:08,00:00:06:00,answer6  ,2495,2675,180
answer,,00:01:33:17,00:01:51:15,00:00:17:23,answer7 ,2804,3342,532
answer,,00:01:56:07,00:02:03:21,00:00:07:14,answer8 ,3484,3707,224
answer,,00:02:12:17,00:02:35:21,00:00:23:03,answer9 ,3973,4666,692
answer,,00:02:41:15,00:03:14:13,00:00:32:23,answer10 ,4840,5827,982
