question_all,,00:00:01:10,00:00:05:22,00:00:04:11,question_all1 ,40,172,131
question_all,,00:00:07:02,00:00:23:21,00:00:16:18,question_all2 ,212,710,498
question_all,,00:00:24:17,00:00:28:12,00:00:03:19,question_all3 ,736,851,109
question_all,,00:00:29:22,00:00:33:19,00:00:03:22,question_all4_other1 ,891,1008,112
question_all,,00:00:34:12,00:01:07:08,00:00:32:21,question_all4 ,1031,2016,980
question_all,,00:01:11:13,00:01:17:01,00:00:05:13,question_all5 ,2141,2309,163
question_all,,00:01:18:23,00:01:33:18,00:00:14:20,question_all6 ,2361,2805,440
question_all,,00:01:40:07,00:02:15:06,00:00:34:24,question_all7 ,3004,4052,1043
question_all,,00:02:16:15,00:02:20:18,00:00:04:03,question_all8 ,4091,4214,123
question_all,,00:02:24:20,00:02:38:10,00:00:13:14,question_all9 ,4336,4745,404
question_all,,00:02:40:03,00:03:16:14,00:00:36:10,question_all10 ,4798,5888,1089
question,,00:00:01:10,00:00:05:15,00:00:04:05,question1 ,40,165,125
question,,00:00:07:02,00:00:09:21,00:00:02:18,question2 ,212,291,78
question,,00:00:24:17,00:00:26:17,00:00:01:24,question3 ,736,796,54
question,,00:00:29:22,00:00:32:13,00:00:02:15,question4_other1,891,972,75
question,,00:00:34:12,00:00:36:01,00:00:01:13,question4 ,1031,1080,43
question,,00:01:11:13,00:01:14:07,00:00:02:19,question5 ,2141,2225,79
question,,00:01:18:23,00:01:22:12,00:00:03:14,question6 ,2361,2470,104
question,,00:01:40:07,00:01:46:11,00:00:06:04,question7 ,3004,3188,184
question,,00:02:16:15,00:02:18:13,00:00:01:23,question8 ,4091,4149,53
question,,00:02:24:20,00:02:29:08,00:00:04:13,question9 ,4336,4474,133
question,,00:02:40:03,00:02:50:04,00:00:10:01,question10 ,4798,5099,301
answer,,00:00:05:15,00:00:05:22,00:00:00:06,answer1 ,165,172,6
answer,,00:00:11:08,00:00:23:21,00:00:12:12,answer2 ,338,710,372
answer,,00:00:27:02,00:00:28:12,00:00:01:10,answer3 ,811,851,40
answer,,00:00:32:13,00:00:33:19,00:00:01:06,answer4_other ,972,1008,36
answer,,00:00:37:15,00:01:07:08,00:00:29:17,answer4 ,1124,2016,886
answer,,00:01:14:15,00:01:17:01,00:00:02:10,answer5 ,2233,2309,70
answer,,00:01:28:22,00:01:33:18,00:00:04:21,answer6 ,2659,2805,141
answer,,00:01:48:12,00:02:15:06,00:00:26:19,answer7 ,3249,4052,798
answer,,00:02:18:21,00:02:20:18,00:00:01:22,answer8 ,4157,4214,52
answer,,00:02:31:17,00:02:38:10,00:00:06:17,answer9 ,4542,4745,197
answer,,00:02:54:00,00:03:16:14,00:00:22:13,answer10 ,5215,5888,672
