question_all,,00:00:00:18,00:00:02:09,00:00:01:15,question_all1,18,69,45
question_all,,00:00:02:11,00:00:05:13,00:00:03:02, question_all2,71,163,92
question_all,,00:00:06:13,00:00:09:07,00:00:02:19,question_all3 ,193,277,79
question_all,,00:00:10:03,00:00:12:12,00:00:02:09,question_all4_other1 ,303,372,69
question_all,,00:00:13:08,00:00:23:16,00:00:10:07,question_all4 ,398,705,307
question_all,,00:00:25:03,00:00:34:06,00:00:09:03, question_all5,752,1025,273
question_all,,00:00:35:14,00:00:40:24,00:00:05:10,question_all7 ,1063,1223,160
question_all,,00:00:41:10,00:00:43:18,00:00:02:07,question_all8 ,1239,1307,67
question_all,,00:00:46:13,00:00:56:10,00:00:09:21, question_all9,1392,1688,291
question_all,,00:00:57:08,00:01:16:21,00:00:19:12, question_all10,1716,2299,581
question,,00:00:00:18,00:00:02:09,00:00:01:15,question1,18,69,45
question,,00:00:02:11,00:00:04:05,00:00:01:19,question2,71,125,49
question,,00:00:06:13,00:00:08:00,00:00:01:11,question3,193,240,41
question,,00:00:10:03,00:00:12:06,00:00:02:02,question4_other1,303,366,62
question,,00:00:13:08,00:00:14:15,00:00:01:06,question4,398,435,36
question,,00:00:25:03,00:00:27:02,00:00:01:24,question5,752,811,54
question,,00:00:35:14,00:00:37:17,00:00:02:02,question7,1063,1126,62
question,,00:00:41:10,00:00:43:08,00:00:01:22,question8,1239,1297,52
question,,00:00:46:13,00:00:49:04,00:00:02:16,question9,1392,1473,76
question,,00:00:57:08,00:01:01:00,00:00:03:16,question10,1716,1828,106
answer,,00:00:01:24,00:00:02:04,00:00:00:05,answer1,54,64,5
answer,,00:00:04:23,00:00:05:13,00:00:00:15,answer2,143,163,15
answer,,00:00:08:08,00:00:09:07,00:00:00:24,answer3,248,277,24
answer,,00:00:12:06,00:00:12:12,00:00:00:05,answer4_other1,366,372,5
answer,,00:00:16:19,00:00:23:16,00:00:06:21,answer4,499,705,201
answer,,00:00:28:03,00:00:34:06,00:00:06:02,answer5,842,1025,182
answer,,00:00:39:23,00:00:40:24,00:00:01:01,answer7,1192,1223,31
answer,,00:00:43:05,00:00:43:18,00:00:00:12,answer8,1294,1307,12
answer,,00:00:50:20,00:00:56:10,00:00:05:14,answer9,1518,1688,164
answer,,00:01:02:22,00:01:16:21,00:00:13:23,answer10,1880,2299,413
