question_all,,00:00:14:00,00:00:18:00,00:00:04:00,question_all1,420,539,120
question_all,,00:00:19:05,00:00:27:10,00:00:08:04,question_all2,574,819,244
question_all,,00:00:27:21,00:00:31:08,00:00:03:12,question_all3,830,937,102
question_all,,00:00:32:12,00:00:40:00,00:00:07:12,question_all4,971,1199,222
question_all,,00:00:40:05,00:01:03:00,00:00:22:20,question_all5,1204,1888,679
question_all,,00:01:03:09,00:01:30:00,00:00:26:15,question_all6,1897,2697,794
question_all,,00:01:30:14,00:01:39:00,00:00:08:10,question_all7,2711,2967,250
question_all,,00:01:39:07,00:01:56:00,00:00:16:18,question_all8,2974,3477,498
question_all,,00:02:05:04,00:02:18:15,00:00:13:10,question_all9,3750,4151,400
question_all,,00:02:23:10,00:03:10:00,00:00:46:15,question_all10,4296,5694,1394
question,,00:00:14:00,00:00:16:02,00:00:02:02,question1,420,482,62
question,,00:00:19:05,00:00:20:21,00:00:01:16,question2,574,620,46
question,,00:00:27:21,00:00:30:02,00:00:02:06,question3,830,901,66
question,,00:00:32:12,00:00:34:00,00:00:01:12,question4,971,1019,42
question,,00:00:40:05,00:00:47:09,00:00:07:04,question5,1204,1418,214
question,,00:01:03:09,00:01:07:00,00:00:03:15,question6,1897,2008,105
question,,00:01:30:14,00:01:32:10,00:00:01:20,question7,2711,2767,50
question,,00:01:39:07,00:01:42:19,00:00:03:11,question8,2974,3076,101
question,,00:02:05:04,00:02:10:22,00:00:05:18,question9,3750,3918,168
question,,00:02:23:10,00:02:32:22,00:00:09:11,question10,4296,4577,281
answer,,00:00:16:03,00:00:18:00,00:00:01:21,answer1,483,539,51
answer,,00:00:20:15,00:00:27:10,00:00:06:20,answer2,614,819,200
answer,,00:00:29:20,00:00:31:08,00:00:01:13,answer3,889,937,43
answer,,00:00:35:00,00:00:40:00,00:00:05:00,answer4,1049,1199,150
answer,,00:00:47:09,00:01:03:00,00:00:15:15,answer5,1418,1888,465
answer,,00:01:07:15,00:01:30:00,00:00:22:10,answer6,2023,2697,669
answer,,00:01:32:14,00:01:39:00,00:00:06:10,answer7,2771,2967,190
answer,,00:01:43:18,00:01:56:00,00:00:12:07,answer8,3105,3477,367
answer,,00:02:10:22,00:02:18:15,00:00:07:17,answer9,3918,4151,227
answer,,00:02:32:22,00:03:10:00,00:00:37:03,answer10,4577,5694,1112
