question_all,,00:00:07:03,00:00:11:00,00:00:03:22,question_all1,213,330,112
question_all,,00:00:11:20,00:00:19:04,00:00:07:08,question_all2,350,573,218
question_all,,00:00:19:07,00:00:22:05,00:00:02:23,question_all3,576,664,83
question_all,,00:00:23:11,00:00:28:23,00:00:05:12,question_all4,700,862,162
question_all,,00:00:29:22,00:00:33:21,00:00:03:24,question_all5_other1,891,1010,114
question_all,,00:00:35:06,00:00:42:05,00:00:06:24,question_all6 ,1055,1264,204
question_all,,00:00:44:22,00:00:55:00,00:00:10:02,question_all7 ,1341,1648,302
question_all,,00:00:56:16,00:00:59:17,00:00:03:01,question_all8 ,1694,1785,91
question_all,,00:01:03:06,00:01:12:10,00:00:09:04,question_all9 ,1894,2168,274
question_all,,00:01:14:02,00:01:30:21,00:00:16:18,question_all10 ,2220,2718,498
question,,00:00:07:03,00:00:11:00,00:00:03:22,question1,213,330,112
question,,00:00:11:21,00:00:15:06,00:00:03:10,question2,351,456,100
question,,00:00:19:07,00:00:21:10,00:00:02:02,question3,576,639,62
question,,00:00:23:11,00:00:26:06,00:00:02:19,question4,700,785,79
question,,00:00:29:22,00:00:32:23,00:00:03:00,question5_other1,891,982,90
question,,00:00:35:06,00:00:39:02,00:00:03:21,question6,1055,1171,111
question,,00:00:44:22,00:00:48:22,00:00:04:00,question7,1341,1461,120
question,,00:00:56:16,00:00:59:05,00:00:02:14,question8,1694,1773,74
question,,00:01:03:06,00:01:08:08,00:00:05:02,question9,1894,2046,152
question,,00:01:14:02,00:01:20:11,00:00:06:08,question10,2220,2409,188
answer,,00:00:09:16,00:00:10:22,00:00:01:05,answer1,286,322,35
answer,,00:00:16:14,00:00:19:04,00:00:02:14,answer2,494,573,74
answer,,00:00:21:08,00:00:22:05,00:00:00:21,answer3,637,664,21
answer,,00:00:25:23,00:00:28:23,00:00:02:24,answer4,772,862,84
answer,,00:00:33:02,00:00:33:21,00:00:00:19,answer5_other1,991,1010,19
answer,,00:00:41:02,00:00:42:05,00:00:01:03,answer6,1231,1264,33
answer,,00:00:53:08,00:00:55:00,00:00:01:16,answer7,1596,1648,46
answer,,00:00:58:23,00:00:59:17,00:00:00:19,answer8,1761,1785,19
answer,,00:01:11:13,00:01:12:10,00:00:00:22,answer9,2141,2168,22
answer,,00:01:20:20,00:01:30:21,00:00:10:00,answer10,2418,2718,300
