question_all,,00:00:00:22,00:00:12:24,00:00:12:02,question_all2,22,384,362
question_all,,00:00:16:11,00:00:20:15,00:00:04:04,question_all3,491,614,124
question_all,,00:00:27:20,00:00:31:06,00:00:03:11,question_all4,829,935,101
question_all,,00:01:32:15,00:01:45:02,00:00:12:12,question_all6,2772,3149,372
question_all,,00:01:46:04,00:02:00:13,00:00:14:08,question_all7,3181,3609,428
question_all,,00:02:12:08,00:02:48:12,00:00:36:03,question_all9,3964,5047,1082
question_all,,00:02:50:20,00:04:36:12,00:01:45:17,question_all10,5115,8284,3164
question,,00:00:00:22,00:00:03:14,00:00:02:16,question2,22,104,76
question,,00:00:16:11,00:00:18:21,00:00:02:10,question3,491,560,70
question,,00:00:21:04,00:00:22:23,00:00:01:18,question8,633,682,48
question,,00:00:27:20,00:00:30:03,00:00:02:08,question4,829,902,68
question,,00:01:32:15,00:01:35:20,00:00:03:05,question6,2772,2867,95
question,,00:01:46:04,00:01:52:11,00:00:06:07,question7,3181,3368,187
question,,00:02:12:08,00:02:17:04,00:00:04:21,question9,3964,4110,141
question,,00:02:50:20,00:02:59:15,00:00:08:20,question10,5115,5380,260
answer,,00:00:07:12,00:00:12:24,00:00:05:12,answer2,222,384,162
answer,,00:00:18:19,00:00:20:15,00:00:01:21,answer3,558,614,51
answer,,00:00:22:15,00:00:22:24,00:00:00:08,answer8,674,683,8
answer,,00:00:30:03,00:00:31:06,00:00:01:02,answer4,902,935,32
answer,,00:01:35:16,00:01:45:02,00:00:09:11,answer6,2863,3149,281
answer,,00:01:57:03,00:02:00:13,00:00:03:09,answer7,3509,3609,99
answer,,00:02:45:16,00:02:48:12,00:00:02:20,answer9,4961,5047,80
answer,,00:03:03:15,00:03:05:06,00:00:01:15,answer10,5500,5550,45
