question_all,,00:00:01:24,00:00:04:15,00:00:02:15,question_all1,54,135,75
question_all,,00:00:06:24,00:00:10:10,00:00:03:11,question_all2 ,204,310,101
question_all,,00:00:12:15,00:00:14:12,00:00:01:22,question_all3 question_all3,375,432,52
question_all,,00:00:16:13,00:00:21:00,00:00:04:11,question_all4_other1 ,493,629,131
question_all,,00:00:21:00,00:00:24:15,00:00:03:15,question_all4 ,629,734,105
question_all,,00:00:28:01,00:00:34:13,00:00:06:11,question_all5 ,840,1032,191
question_all,,00:00:37:04,00:00:42:03,00:00:04:23,question_all6 ,1113,1262,143
question_all,,00:00:43:14,00:00:49:22,00:00:06:07,question_all7 ,1303,1491,187
question_all,,00:00:51:07,00:00:53:18,00:00:02:11,question_all8 ,1535,1606,71
question_all,,00:00:57:16,00:01:06:11,00:00:08:20, question_all9,1724,1989,260
question_all,,00:01:10:12,00:01:32:15,00:00:22:03,question_all10 ,2110,2772,662
question,,00:00:01:24,00:00:04:15,00:00:02:15,question1 ,54,135,75
question,,00:00:06:24,00:00:08:24,00:00:02:00,question2 ,204,264,60
question,,00:00:12:15,00:00:14:05,00:00:01:15,question3 ,375,425,45
question,,00:00:16:13,00:00:18:20,00:00:02:07,question4_other1,493,559,67
question,,00:00:21:00,00:00:22:18,00:00:01:18,question4,629,677,48
question,,00:00:28:01,00:00:33:15,00:00:05:13,question5,840,1004,163
question,,00:00:37:04,00:00:40:01,00:00:02:22,question6,1113,1200,82
question,,00:00:43:14,00:00:47:10,00:00:03:20,question7,1303,1419,110
question,,00:00:51:07,00:00:53:09,00:00:02:02,question8 ,1535,1597,62
question,,00:00:57:16,00:01:02:00,00:00:04:09,question9 ,1724,1858,129
question,,00:01:10:12,00:01:18:05,00:00:07:18,question10 ,2110,2343,228
answer,,00:00:09:20,00:00:10:10,00:00:00:14,answer2 ,290,310,14
answer,,00:00:14:07,00:00:14:12,00:00:00:05,answer3 ,427,432,5
answer,,00:00:19:07,00:00:21:00,00:00:01:17,answer4_other1_ges ,576,629,47
answer,,00:00:24:08,00:00:24:15,00:00:00:07,answer4,727,734,7
answer,,00:00:34:08,00:00:34:13,00:00:00:05,answer5_ges,1027,1032,5
answer,,00:00:41:09,00:00:42:03,00:00:00:19,answer6,1238,1262,19
answer,,00:00:48:16,00:00:49:22,00:00:01:06,answer7 ,1455,1491,36
answer,,00:00:53:09,00:00:53:18,00:00:00:08,answer8,1597,1606,8
answer,,00:01:05:19,00:01:06:11,00:00:00:17,answer9 ,1967,1989,17
answer,,00:01:20:03,00:01:32:15,00:00:12:12,answer10 ,2401,2772,372
